prev_filename,filename,uniform_type,xmin,xmax,ymin,ymax
gettyimages-1058722794-612x612.jpg,297.jpg,doctor,39,228,164,390
gettyimages-1060086464-612x612.jpg,298.jpg,security guard,21,397,210,612
gettyimages-1060310624-612x612.jpg,299.jpg,security guard,196,511,186,408
gettyimages-1060310658-612x612.jpg,300.jpg,security guard,56,408,204,612
gettyimages-1062184558-612x612.jpg,301.jpg,doctor,189,374,180,402
gettyimages-1062184698-612x612.jpg,302.jpg,doctor,229,345,179,408
gettyimages-1062184734-612x612.jpg,303.jpg,doctor,12,229,165,408
gettyimages-1062184824-612x612.jpg,304.jpg,doctor,383,593,179,408
gettyimages-1062185676-612x612.jpg,305.jpg,doctor,252,361,144,283
gettyimages-1062185676-612x612.jpg,305.jpg,doctor,146,280,226,402
gettyimages-1062186272-612x612.jpg,306.jpg,doctor,271,353,193,334
gettyimages-1062188098-612x612.jpg,307.jpg,doctor,342,442,154,299
gettyimages-1062188496-612x612.jpg,308.jpg,doctor,140,319,132,408
gettyimages-1062188496-612x612.jpg,308.jpg,doctor,327,503,180,408
gettyimages-1064730866-612x612.jpg,309.jpg,doctor,84,352,149,408
gettyimages-1065300572-612x612.jpg,310.jpg,doctor,343,436,218,408
gettyimages-1069775438-612x612.jpg,311.jpg,student,184,331,214,578
gettyimages-1071267868-612x612.jpg,312.jpg,student,101,199,269,547
gettyimages-1071267868-612x612.jpg,312.jpg,student,188,294,298,552
gettyimages-1071267868-612x612.jpg,312.jpg,student,312,411,305,551
gettyimages-1071269380-612x612.jpg,313.jpg,student,162,285,118,431
gettyimages-1071269380-612x612.jpg,313.jpg,student,288,387,178,416
gettyimages-1071546498-612x612.jpg,314.jpg,student,171,397,179,408
gettyimages-1072470136-612x612.jpg,315.jpg,student,394,578,139,408
gettyimages-1072470136-612x612.jpg,315.jpg,student,211,357,200,387
gettyimages-1072470136-612x612.jpg,315.jpg,student,90,228,196,379
gettyimages-107255266-612x612.jpg,316.jpg,student,35,155,94,346
gettyimages-107255266-612x612.jpg,316.jpg,student,171,251,141,343
gettyimages-107255266-612x612.jpg,316.jpg,student,258,361,105,364
gettyimages-107255266-612x612.jpg,316.jpg,student,397,497,115,322
gettyimages-1072555950-612x612.jpg,317.jpg,student,355,512,86,408
gettyimages-1072555950-612x612.jpg,317.jpg,student,132,259,186,364
gettyimages-1072556104-612x612.jpg,318.jpg,student,227,363,117,358
gettyimages-1072556104-612x612.jpg,318.jpg,student,374,468,162,408
gettyimages-1072556104-612x612.jpg,318.jpg,student,528,608,162,383
gettyimages-1072556112-612x612.jpg,319.jpg,student,55,123,163,313
gettyimages-1072556112-612x612.jpg,319.jpg,student,138,201,137,301
gettyimages-1072556112-612x612.jpg,319.jpg,student,203,264,146,296
gettyimages-1072556112-612x612.jpg,319.jpg,student,266,317,155,323
gettyimages-1072556112-612x612.jpg,319.jpg,student,308,357,152,332
gettyimages-1072556112-612x612.jpg,319.jpg,student,356,421,145,325
gettyimages-1072556112-612x612.jpg,319.jpg,student,416,511,159,335
gettyimages-107429830-612x612.jpg,320.jpg,doctor,68,373,124,408
gettyimages-107621983-612x612.jpg,321.jpg,student,364,534,80,396
gettyimages-1078112608-612x612.jpg,322.jpg,student,377,599,188,408
gettyimages-1080663958-612x612.jpg,323.jpg,doctor,72,264,89,384
gettyimages-1081393806-612x612.jpg,324.jpg,student,148,330,219,408
gettyimages-108878437-612x612.jpg,325.jpg,student,412,599,90,408
gettyimages-1094387412-612x612.jpg,326.jpg,doctor,72,230,129,408
gettyimages-1094389542-612x612.jpg,327.jpg,doctor,189,359,118,408
gettyimages-109721060-612x612.jpg,328.jpg,security guard,400,516,109,296
gettyimages-1097907520-612x612.jpg,329.jpg,doctor,308,449,138,408
gettyimages-110052261-612x612.jpg,330.jpg,security guard,279,464,213,457
gettyimages-110052262-612x612.jpg,331.jpg,security guard,301,498,229,459
gettyimages-111768680-612x612.jpg,332.jpg,student,47,159,163,405
gettyimages-111768680-612x612.jpg,332.jpg,student,240,338,151,402
gettyimages-111768680-612x612.jpg,332.jpg,student,356,457,147,384
gettyimages-111768680-612x612.jpg,332.jpg,student,493,612,148,402
gettyimages-111769054-612x612.jpg,333.jpg,student,203,258,177,313
gettyimages-111769054-612x612.jpg,333.jpg,student,257,313,173,312
gettyimages-111769054-612x612.jpg,333.jpg,student,316,376,173,312
gettyimages-111769054-612x612.jpg,333.jpg,student,389,448,153,305
gettyimages-1130790154-612x612.jpg,334.jpg,security guard,351,473,145,291
gettyimages-1130842692-612x612.jpg,335.jpg,security guard,283,474,105,408
gettyimages-1130843006-612x612.jpg,336.jpg,security guard,339,587,125,408
gettyimages-1132432220-612x612.jpg,337.jpg,doctor,87,254,168,408
gettyimages-1134381003-612x612.jpg,338.jpg,doctor,173,346,139,423
gettyimages-1134458125-612x612.jpg,339.jpg,doctor,199,331,201,401
gettyimages-1134458154-612x612.jpg,340.jpg,doctor,92,191,102,396
gettyimages-1136849482-612x612.jpg,341.jpg,doctor,332,573,93,408
gettyimages-1140101142-612x612.jpg,342.jpg,student,140,249,137,398
gettyimages-114048897-612x612.jpg,343.jpg,doctor,358,528,112,443
gettyimages-114048901-612x612.jpg,344.jpg,doctor,337,585,82,418
gettyimages-1140610948-612x612.jpg,345.jpg,doctor,203,455,140,408
gettyimages-1141333760-612x612.jpg,346.jpg,doctor,280,419,38,192
gettyimages-1141333760-612x612.jpg,346.jpg,doctor,410,511,22,168
gettyimages-1141333782-612x612.jpg,347.jpg,doctor,341,556,80,397
gettyimages-114146995-612x612.jpg,348.jpg,doctor,351,576,169,459
gettyimages-1141567619-612x612.jpg,349.jpg,doctor,220,474,190,408
gettyimages-1141776223-612x612.jpg,350.jpg,doctor,13,357,170,408
gettyimages-1143626894-612x612.jpg,351.jpg,student,283,409,186,408
gettyimages-1146918370-612x612.jpg,352.jpg,student,227,479,176,408
gettyimages-1146918370-612x612.jpg,352.jpg,student,1,135,37,408
gettyimages-1146918370-612x612.jpg,352.jpg,student,133,260,75,408
gettyimages-1146918370-612x612.jpg,352.jpg,student,470,612,126,408
gettyimages-1147429610-612x612.jpg,353.jpg,doctor,266,503,91,408
gettyimages-1147479249-612x612.jpg,354.jpg,doctor,320,497,149,385
gettyimages-1147479326-612x612.jpg,355.jpg,doctor,149,354,159,438
gettyimages-1148218795-612x612.jpg,356.jpg,student,252,407,186,341
gettyimages-1148218795-612x612.jpg,356.jpg,student,61,213,229,328
gettyimages-1148218795-612x612.jpg,356.jpg,student,448,530,159,259
gettyimages-1148218795-612x612.jpg,356.jpg,student,504,612,217,311
gettyimages-1151630013-612x612.jpg,357.jpg,doctor,52,283,144,408
gettyimages-1151630045-612x612.jpg,358.jpg,doctor,41,296,126,390
gettyimages-1152347341-612x612.jpg,359.jpg,doctor,278,424,113,345
gettyimages-1152828905-612x612.jpg,360.jpg,doctor,218,414,53,412
gettyimages-1160712267-612x612.jpg,361.jpg,doctor,343,568,228,408
gettyimages-1162117920-612x612.jpg,362.jpg,doctor,273,433,77,354
gettyimages-1162117920-612x612.jpg,362.jpg,doctor,185,271,107,354
gettyimages-1162781756-612x612.jpg,363.jpg,doctor,178,407,120,408
gettyimages-1162781756-612x612.jpg,363.jpg,doctor,408,591,191,408
gettyimages-1164851132-612x612.jpg,364.jpg,doctor,353,473,112,362
gettyimages-1166110930-612x612.jpg,365.jpg,doctor,206,467,187,408
gettyimages-1166831511-612x612.jpg,366.jpg,student,320,442,190,375
gettyimages-1168459281-612x612.jpg,367.jpg,student,321,432,99,309
gettyimages-1168998661-612x612.jpg,368.jpg,doctor,303,539,119,408
gettyimages-1170353841-612x612.jpg,369.jpg,doctor,69,233,154,408
gettyimages-1170353880-612x612.jpg,370.jpg,doctor,93,264,143,408
gettyimages-1172735102-612x612.jpg,371.jpg,security guard,86,160,121,288
gettyimages-1175130016-612x612.jpg,372.jpg,student,135,226,88,307
gettyimages-1175130016-612x612.jpg,372.jpg,student,242,326,116,300
gettyimages-1175130021-612x612.jpg,373.jpg,student,89,163,156,340
gettyimages-1175130021-612x612.jpg,373.jpg,student,297,371,172,335
gettyimages-1175131167-612x612.jpg,374.jpg,doctor,271,590,157,408
gettyimages-1175230955-612x612.jpg,375.jpg,doctor,128,399,126,381
gettyimages-1177064020-612x612.jpg,376.jpg,doctor,409,519,130,252
gettyimages-1178548547-612x612.jpg,377.jpg,doctor,249,446,59,197
gettyimages-1180634974-612x612.jpg,378.jpg,doctor,235,428,197,406
gettyimages-1180992442-612x612.jpg,379.jpg,doctor,217,393,162,403
gettyimages-1181263108-612x612.jpg,380.jpg,doctor,15,244,195,497
gettyimages-1182464943-612x612.jpg,381.jpg,doctor,217,389,130,312
gettyimages-1183657304-612x612.jpg,382.jpg,doctor,246,447,167,408
gettyimages-1184967099-612x612.jpg,383.jpg,doctor,346,548,143,408
gettyimages-1185505529-612x612.jpg,384.jpg,doctor,440,612,171,443
gettyimages-1189059934-612x612.jpg,385.jpg,student,261,357,150,361
gettyimages-1189060539-612x612.jpg,386.jpg,student,306,449,147,408
gettyimages-1189665356-612x612.jpg,387.jpg,doctor,343,527,166,408
gettyimages-1194788038-612x612.jpg,388.jpg,doctor,232,364,105,408
gettyimages-1204436253-612x612.jpg,389.jpg,doctor,200,443,199,408
gettyimages-1204666788-612x612.jpg,390.jpg,doctor,225,474,169,408
gettyimages-1207212199-612x612.jpg,391.jpg,doctor,247,480,117,335
gettyimages-1208245030-612x612.jpg,392.jpg,doctor,12,294,143,408
gettyimages-1209002984-612x612.jpg,393.jpg,doctor,368,612,70,408
gettyimages-1211642599-612x612.jpg,394.jpg,doctor,357,480,162,408
gettyimages-1211642642-612x612.jpg,395.jpg,doctor,113,220,174,408
gettyimages-1211642948-612x612.jpg,396.jpg,doctor,108,224,68,390
gettyimages-1213662437-612x612.jpg,397.jpg,doctor,196,497,205,408
gettyimages-1216034366-612x612.jpg,398.jpg,doctor,353,612,146,408
gettyimages-1218228309-612x612.jpg,399.jpg,doctor,364,612,243,408
gettyimages-1219507110-612x612.jpg,400.jpg,doctor,98,290,123,381
gettyimages-1221164073-612x612.jpg,401.jpg,student,220,371,197,573
gettyimages-1221980656-612x612.jpg,402.jpg,doctor,128,384,106,372
gettyimages-1223851163-612x612.jpg,403.jpg,doctor,284,524,114,408
gettyimages-1223851244-612x612.jpg,404.jpg,doctor,6,239,128,408
gettyimages-1223851299-612x612.jpg,405.jpg,doctor,230,455,115,408
gettyimages-1223851843-612x612.jpg,406.jpg,doctor,91,281,77,408
gettyimages-1224302166-612x612.jpg,407.jpg,doctor,193,424,165,408
gettyimages-1224507971-612x612.jpg,408.jpg,student,103,218,179,412
gettyimages-1224507971-612x612.jpg,408.jpg,student,234,338,128,421
gettyimages-1224507971-612x612.jpg,408.jpg,student,425,528,146,397
gettyimages-1224859658-612x612.jpg,409.jpg,doctor,198,467,149,408
gettyimages-1225531773-612x612.jpg,410.jpg,student,160,502,247,408
gettyimages-1225865628-612x612.jpg,411.jpg,doctor,127,337,153,405
gettyimages-1226389935-612x612.jpg,412.jpg,doctor,121,341,207,408
gettyimages-1227361288-612x612.jpg,413.jpg,student,222,402,153,408
gettyimages-1227361345-612x612.jpg,414.jpg,student,65,146,121,364
gettyimages-1227361345-612x612.jpg,414.jpg,student,399,478,165,359
gettyimages-1227361346-612x612.jpg,415.jpg,student,199,392,185,399
gettyimages-1227361346-612x612.jpg,415.jpg,student,449,544,174,378
gettyimages-1227362294-612x612.jpg,416.jpg,student,105,295,86,408
gettyimages-1227362294-612x612.jpg,416.jpg,student,307,453,192,408
gettyimages-1227362307-612x612.jpg,417.jpg,student,177,384,133,408
gettyimages-1227362330-612x612.jpg,418.jpg,student,214,455,135,408
gettyimages-1234036542-612x612.jpg,419.jpg,doctor,346,612,61,408
gettyimages-124205778-612x612.jpg,420.jpg,security guard,310,410,277,398
gettyimages-124205778-612x612.jpg,420.jpg,security guard,439,543,214,408
gettyimages-1248071769-612x612.jpg,421.jpg,student,186,277,100,342
gettyimages-1248071769-612x612.jpg,421.jpg,student,295,391,117,348
gettyimages-1248271661-612x612.jpg,422.jpg,doctor,267,539,179,408
gettyimages-1248981705-612x612.jpg,423.jpg,doctor,126,359,156,408
gettyimages-1252975949-612x612.jpg,424.jpg,student,107,192,171,319
gettyimages-1252975949-612x612.jpg,424.jpg,student,238,309,171,309
gettyimages-1252975949-612x612.jpg,424.jpg,student,304,358,170,310
gettyimages-1252975949-612x612.jpg,424.jpg,student,396,473,153,328
gettyimages-1254185903-612x612.jpg,425.jpg,student,214,416,172,408
gettyimages-1254193042-612x612.jpg,426.jpg,student,307,428,93,407
gettyimages-1254897750-612x612.jpg,427.jpg,doctor,153,335,152,408
gettyimages-1254897816-612x612.jpg,428.jpg,doctor,52,247,189,408
gettyimages-1254897865-612x612.jpg,429.jpg,doctor,161,426,160,408
gettyimages-1254899249-612x612.jpg,430.jpg,doctor,194,327,179,408
gettyimages-1254899472-612x612.jpg,431.jpg,doctor,116,346,171,406
gettyimages-1254901128-612x612.jpg,432.jpg,doctor,152,317,168,408
gettyimages-1254958389-612x612.jpg,433.jpg,doctor,368,598,163,356
gettyimages-1255590806-612x612.jpg,434.jpg,doctor,149,349,146,408
gettyimages-1260645657-612x612.jpg,435.jpg,doctor,124,371,137,408
gettyimages-1261300973-612x612.jpg,436.jpg,doctor,282,373,68,256
gettyimages-1263019790-612x612.jpg,437.jpg,security guard,223,503,150,408
gettyimages-1263170024-612x612.jpg,438.jpg,student,271,440,177,408
gettyimages-1263170024-612x612.jpg,438.jpg,student,192,277,168,357
gettyimages-1263170024-612x612.jpg,438.jpg,student,102,186,133,308
gettyimages-1263170024-612x612.jpg,438.jpg,student,27,107,127,249
gettyimages-1263170024-612x612.jpg,438.jpg,student,532,612,127,408
gettyimages-1264364998-612x612.jpg,439.jpg,doctor,27,311,149,408
gettyimages-1264517562-612x612.jpg,440.jpg,student,85,220,130,382
gettyimages-1266478952-612x612.jpg,441.jpg,doctor,431,612,233,408
gettyimages-1266493570-612x612.jpg,442.jpg,doctor,55,299,183,408
gettyimages-1266493763-612x612.jpg,443.jpg,doctor,141,302,177,408
gettyimages-1266494470-612x612.jpg,444.jpg,doctor,145,308,142,408
gettyimages-1266993065-612x612.jpg,445.jpg,doctor,417,586,147,408
gettyimages-1267759586-612x612.jpg,446.jpg,doctor,69,377,224,408
gettyimages-1268217732-612x612.jpg,447.jpg,student,91,212,121,408
gettyimages-1268217732-612x612.jpg,447.jpg,student,207,301,134,379
gettyimages-1268217732-612x612.jpg,447.jpg,student,323,398,163,354
gettyimages-1268217732-612x612.jpg,447.jpg,student,430,539,131,366
gettyimages-1270134696-612x612.jpg,448.jpg,doctor,295,577,172,426
gettyimages-1270292661-612x612.jpg,449.jpg,student,99,305,143,408
gettyimages-1270643056-612x612.jpg,450.jpg,doctor,207,418,132,408
gettyimages-1271564525-612x612.jpg,451.jpg,doctor,510,612,113,408
gettyimages-1271564917-612x612.jpg,452.jpg,doctor,146,451,172,408
gettyimages-1271941136-612x612.jpg,453.jpg,student,133,243,109,383
gettyimages-1272681382-612x612.jpg,454.jpg,student,375,491,82,390
gettyimages-1272681383-612x612.jpg,455.jpg,student,238,403,162,305
gettyimages-1273354298-612x612.jpg,456.jpg,student,345,509,168,408
gettyimages-1273354306-612x612.jpg,457.jpg,student,348,493,142,387
gettyimages-1273354334-612x612.jpg,458.jpg,student,120,287,133,418
gettyimages-1273354334-612x612.jpg,458.jpg,student,310,460,161,418
gettyimages-1273354334-612x612.jpg,458.jpg,student,451,606,178,418
gettyimages-1273354334-612x612.jpg,458.jpg,student,30,117,131,418
gettyimages-1277228260-612x612.jpg,459.jpg,doctor,333,576,171,408
gettyimages-1278384407-612x612.jpg,460.jpg,doctor,195,335,119,233
gettyimages-1278906808-612x612.jpg,461.jpg,doctor,208,551,173,408
gettyimages-1279423817-612x612.jpg,462.jpg,doctor,295,487,159,384
gettyimages-1281812878-612x612.jpg,463.jpg,doctor,78,364,126,408
gettyimages-1285289992-612x612.jpg,464.jpg,doctor,288,471,133,317
gettyimages-1285290612-612x612.jpg,465.jpg,doctor,334,576,143,408
gettyimages-1285290747-612x612.jpg,466.jpg,doctor,202,290,192,340
gettyimages-1285380180-612x612.jpg,467.jpg,student,413,552,97,408
gettyimages-1285380180-612x612.jpg,467.jpg,student,191,330,169,408
gettyimages-1285383186-612x612.jpg,468.jpg,doctor,318,454,106,291
gettyimages-1287692994-612x612.jpg,469.jpg,student,179,446,171,408
gettyimages-1292904812-612x612.jpg,470.jpg,student,378,568,122,408
gettyimages-1293518171-612x612.jpg,471.jpg,doctor,396,547,229,408
gettyimages-1293518278-612x612.jpg,472.jpg,doctor,208,395,173,408
gettyimages-1293518316-612x612.jpg,473.jpg,doctor,122,244,110,394
gettyimages-1293681788-612x612.jpg,474.jpg,doctor,272,488,169,408
gettyimages-1293814791-612x612.jpg,475.jpg,doctor,271,511,144,395
gettyimages-1293927049-612x612.jpg,476.jpg,doctor,153,381,167,408
gettyimages-1295918822-612x612.jpg,477.jpg,doctor,261,453,166,400
gettyimages-1296010470-612x612.jpg,478.jpg,doctor,180,471,174,408
gettyimages-1296010488-612x612.jpg,479.jpg,doctor,181,396,153,380
gettyimages-1296010500-612x612.jpg,480.jpg,doctor,426,612,190,408
gettyimages-1296011351-612x612.jpg,481.jpg,doctor,173,384,156,350
gettyimages-1298277965-612x612.jpg,482.jpg,doctor,159,330,182,408
gettyimages-1298538437-612x612.jpg,483.jpg,student,119,268,108,397
gettyimages-1298538437-612x612.jpg,483.jpg,student,248,396,117,397
gettyimages-1298796608-612x612.jpg,484.jpg,doctor,124,473,193,408
gettyimages-1301871248-612x612.jpg,485.jpg,doctor,207,474,135,408
gettyimages-1302507716-612x612.jpg,486.jpg,doctor,164,386,163,408
gettyimages-1302923059-612x612.jpg,487.jpg,doctor,137,380,122,381
gettyimages-1304073916-612x612.jpg,488.jpg,doctor,83,243,105,408
gettyimages-1309070054-612x612.jpg,489.jpg,doctor,30,262,151,408
gettyimages-1309073154-612x612.jpg,490.jpg,doctor,257,455,82,408
gettyimages-1318833901-612x612.jpg,491.jpg,doctor,252,454,83,408
gettyimages-1319540429-612x612.jpg,492.jpg,doctor,331,433,215,323
gettyimages-1320931826-612x612.jpg,493.jpg,doctor,50,196,176,373
gettyimages-1321166210-612x612.jpg,494.jpg,doctor,49,229,123,408
gettyimages-1325345328-612x612.jpg,495.jpg,doctor,152,290,153,408
gettyimages-133117872-612x612.jpg,496.jpg,student,45,134,154,452
gettyimages-133117872-612x612.jpg,496.jpg,student,98,213,114,457
gettyimages-133117872-612x612.jpg,496.jpg,student,198,292,123,464
gettyimages-133117872-612x612.jpg,496.jpg,student,282,387,135,453
gettyimages-1331288361-612x612.jpg,497.jpg,security guard,402,601,98,415
gettyimages-1344731059-612x612.jpg,498.jpg,student,34,192,187,408
gettyimages-1344731059-612x612.jpg,498.jpg,student,252,419,174,408
gettyimages-1344731059-612x612.jpg,498.jpg,student,430,561,195,408
gettyimages-1345513639-612x612.jpg,499.jpg,doctor,226,441,191,408
gettyimages-1350880517-612x612.jpg,500.jpg,student,212,460,250,408
gettyimages-1350880517-612x612.jpg,500.jpg,student,115,268,177,325
gettyimages-1350880517-612x612.jpg,500.jpg,student,30,90,115,337
gettyimages-1354523745-612x612.jpg,501.jpg,doctor,142,287,112,407
gettyimages-1365582872-612x612.jpg,502.jpg,doctor,196,382,135,328
gettyimages-138538637-612x612.jpg,503.jpg,student,234,402,148,335
gettyimages-138709523-612x612.jpg,504.jpg,doctor,195,499,136,408
gettyimages-1397535318-612x612.jpg,505.jpg,security guard,305,575,137,408
gettyimages-141468959-612x612.jpg,506.jpg,security guard,22,378,154,612
gettyimages-142093109-612x612.jpg,507.jpg,student,221,369,223,573
gettyimages-142742035-612x612.jpg,508.jpg,student,183,369,194,408
gettyimages-142742035-612x612.jpg,508.jpg,student,382,592,177,408
gettyimages-142742058-612x612.jpg,509.jpg,student,164,258,266,408
gettyimages-142742058-612x612.jpg,509.jpg,student,311,390,303,408
gettyimages-142742094-612x612.jpg,510.jpg,student,250,417,213,408
gettyimages-142742094-612x612.jpg,510.jpg,student,396,565,186,408
gettyimages-144655720-612x612.jpg,511.jpg,student,7,315,211,485
gettyimages-144655720-612x612.jpg,511.jpg,student,388,517,158,485
gettyimages-144655720-612x612.jpg,511.jpg,student,510,612,191,485
gettyimages-148194926-612x612.jpg,512.jpg,doctor,179,341,184,408
gettyimages-149319961-612x612.jpg,513.jpg,security guard,76,301,118,408
gettyimages-149319961-612x612.jpg,513.jpg,security guard,299,480,146,408
gettyimages-149319963-612x612.jpg,514.jpg,security guard,68,243,139,408
gettyimages-149319965-612x612.jpg,515.jpg,security guard,4,184,231,408
gettyimages-149319965-612x612.jpg,515.jpg,security guard,215,536,156,408
gettyimages-149319996-612x612.jpg,516.jpg,security guard,246,583,128,335
gettyimages-152625517-612x612.jpg,517.jpg,student,170,418,224,408
gettyimages-155143218-612x612.jpg,518.jpg,security guard,47,303,219,612
gettyimages-155159820-612x612.jpg,519.jpg,security guard,342,481,136,309
gettyimages-155439442-612x612.jpg,520.jpg,security guard,5,288,129,408
gettyimages-155602532-612x612.jpg,521.jpg,security guard,59,304,185,408
gettyimages-155602532-612x612.jpg,521.jpg,security guard,302,524,143,408
gettyimages-157019782-612x612.jpg,522.jpg,doctor,261,427,135,459
gettyimages-157309018-612x612.jpg,523.jpg,security guard,63,358,206,573
gettyimages-157379268-612x612.jpg,524.jpg,security guard,124,402,178,408
gettyimages-157433570-612x612.jpg,525.jpg,security guard,90,239,148,475
gettyimages-157506826-612x612.jpg,526.jpg,student,73,213,175,392
gettyimages-157506826-612x612.jpg,526.jpg,student,262,348,94,397
gettyimages-157506826-612x612.jpg,526.jpg,student,400,480,157,399
gettyimages-157511645-612x612.jpg,527.jpg,student,46,136,125,355
gettyimages-157511645-612x612.jpg,527.jpg,student,138,222,131,357
gettyimages-157511645-612x612.jpg,527.jpg,student,223,320,111,359
gettyimages-157511645-612x612.jpg,527.jpg,student,362,445,109,339
gettyimages-157511645-612x612.jpg,527.jpg,student,469,545,110,357
gettyimages-157725379-612x612.jpg,528.jpg,security guard,25,479,186,599
gettyimages-158315060-612x612.jpg,529.jpg,doctor,156,396,131,347
gettyimages-160458122-612x612.jpg,530.jpg,student,398,492,136,362
gettyimages-160458122-612x612.jpg,530.jpg,student,318,386,136,361
gettyimages-160458122-612x612.jpg,530.jpg,student,199,274,165,408
gettyimages-160458122-612x612.jpg,530.jpg,student,119,204,150,332
gettyimages-160458186-612x612.jpg,531.jpg,student,8,385,130,539
gettyimages-162486540-612x612.jpg,532.jpg,security guard,3,449,201,612
gettyimages-164459653-612x612.jpg,533.jpg,doctor,113,221,105,385
gettyimages-168162106-612x612.jpg,534.jpg,student,405,575,114,393
gettyimages-168162106-612x612.jpg,534.jpg,student,8,150,190,393
gettyimages-169676851-612x612.jpg,535.jpg,student,261,375,191,408
gettyimages-169676872-612x612.jpg,536.jpg,student,133,211,168,389
gettyimages-169676872-612x612.jpg,536.jpg,student,356,431,158,392
gettyimages-169676872-612x612.jpg,536.jpg,student,418,490,156,391
gettyimages-169676876-612x612.jpg,537.jpg,student,238,320,108,329
gettyimages-169676876-612x612.jpg,537.jpg,student,321,393,127,335
gettyimages-169726301-612x612.jpg,538.jpg,security guard,269,580,145,408
gettyimages-170224563-612x612.jpg,539.jpg,security guard,35,200,115,408
gettyimages-170224563-612x612.jpg,539.jpg,security guard,189,338,112,408
gettyimages-171585242-612x612.jpg,540.jpg,security guard,169,429,177,388
gettyimages-171585242-612x612.jpg,540.jpg,security guard,389,598,95,398
gettyimages-171592213-612x612.jpg,541.jpg,security guard,68,189,133,408
gettyimages-171592213-612x612.jpg,541.jpg,security guard,186,363,112,408
gettyimages-172600009-612x612.jpg,542.jpg,doctor,3,212,77,407
gettyimages-173295288-612x612.jpg,543.jpg,security guard,43,224,95,405
gettyimages-173859753-612x612.jpg,544.jpg,student,196,277,129,355
gettyimages-173859753-612x612.jpg,544.jpg,student,270,355,90,358
gettyimages-173859753-612x612.jpg,544.jpg,student,349,412,130,346
gettyimages-173859892-612x612.jpg,545.jpg,student,190,242,199,330
gettyimages-173859892-612x612.jpg,545.jpg,student,309,368,168,303
gettyimages-173859892-612x612.jpg,545.jpg,student,436,534,172,382
gettyimages-175163714-612x612.jpg,546.jpg,student,136,326,130,597
gettyimages-182061556-612x612.jpg,547.jpg,student,110,361,143,408
gettyimages-182061556-612x612.jpg,547.jpg,student,345,594,190,372
gettyimages-182758750-612x612.jpg,548.jpg,security guard,11,320,158,408
gettyimages-182758750-612x612.jpg,548.jpg,security guard,311,494,279,408
gettyimages-183351791-612x612.jpg,549.jpg,security guard,76,372,298,612
gettyimages-184627100-612x612.jpg,550.jpg,security guard,72,210,104,312
gettyimages-184627100-612x612.jpg,550.jpg,security guard,240,438,76,313
gettyimages-187139501-612x612.jpg,551.jpg,security guard,348,612,144,406
gettyimages-187139506-612x612.jpg,552.jpg,security guard,178,379,97,408
gettyimages-187139506-612x612.jpg,552.jpg,security guard,364,471,132,391
gettyimages-200146610-001-612x612.jpg,553.jpg,student,40,264,158,569
gettyimages-200150661-001-612x612.jpg,554.jpg,security guard,75,222,132,566
gettyimages-200192668-002-612x612.jpg,555.jpg,student,96,321,277,612
gettyimages-200197032-001-612x612.jpg,556.jpg,doctor,218,416,103,431
gettyimages-200244736-002-612x612.jpg,557.jpg,security guard,403,610,95,282
gettyimages-200253081-001-612x612.jpg,558.jpg,security guard,64,408,189,612
gettyimages-200296548-001-612x612.jpg,559.jpg,student,324,424,118,376
gettyimages-200544057-004-612x612.jpg,560.jpg,security guard,102,315,170,459
gettyimages-462576863-612x612.jpg,561.jpg,security guard,383,542,89,408
gettyimages-475780616-612x612.jpg,562.jpg,doctor,240,454,168,408
gettyimages-476694768-612x612.jpg,563.jpg,student,68,139,96,235
gettyimages-476694768-612x612.jpg,563.jpg,student,143,199,101,231
gettyimages-476694768-612x612.jpg,563.jpg,student,191,244,84,233
gettyimages-476694768-612x612.jpg,563.jpg,student,252,302,93,239
gettyimages-476694768-612x612.jpg,563.jpg,student,304,352,105,241
gettyimages-476694768-612x612.jpg,563.jpg,student,356,398,105,237
gettyimages-476694768-612x612.jpg,563.jpg,student,408,460,104,240
gettyimages-476694768-612x612.jpg,563.jpg,student,468,528,99,241
gettyimages-476863504-612x612.jpg,564.jpg,student,194,258,187,394
gettyimages-476863504-612x612.jpg,564.jpg,student,258,319,191,383
gettyimages-476863504-612x612.jpg,564.jpg,student,316,384,183,386
gettyimages-477008652-612x612.jpg,565.jpg,student,245,305,169,326
gettyimages-477008652-612x612.jpg,565.jpg,student,305,363,184,324
gettyimages-477008652-612x612.jpg,565.jpg,student,366,423,177,344
gettyimages-477008652-612x612.jpg,565.jpg,student,430,497,168,345
gettyimages-480777811-612x612.jpg,566.jpg,student,181,368,78,408
gettyimages-480777811-612x612.jpg,566.jpg,student,411,507,122,328
gettyimages-480788469-612x612.jpg,567.jpg,student,192,274,100,299
gettyimages-480788469-612x612.jpg,567.jpg,student,300,396,58,323
gettyimages-480811283-612x612.jpg,568.jpg,student,309,403,115,374
gettyimages-480811295-612x612.jpg,569.jpg,student,371,476,92,374
gettyimages-480811297-612x612.jpg,570.jpg,student,464,545,163,408
gettyimages-480998969-612x612.jpg,571.jpg,student,255,467,119,408
gettyimages-480998969-612x612.jpg,571.jpg,student,471,597,117,340
gettyimages-481073822-612x612.jpg,572.jpg,doctor,255,508,168,407
gettyimages-481297946-612x612.jpg,573.jpg,student,2,92,199,366
gettyimages-481297946-612x612.jpg,573.jpg,student,81,168,202,382
gettyimages-481297946-612x612.jpg,573.jpg,student,153,237,214,374
